"AAR","AARMND","ANTALL_ARBEIDSSOKERE","BOSTED_FYLKE_NR_NAVN","ALDER_GRUPPE_5AARIG","HOVEDGRUPPETEKST","KJONN"
2024,202402,14847,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2024,202411,16768,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2025,202505,15279,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2024,202410,16042,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2025,202508,20379,"I alt","I alt","Delvis ledige","I alt"
2025,202502,17908,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2024,202402,24756,"I alt","I alt","Delvis ledige","I alt"
2025,202506,23878,"I alt","I alt","Delvis ledige","I alt"
2025,202504,15577,"I alt","I alt","Arbeidssøkere på tiltak","I alt"
2024,202408,19773,"I alt","I alt","Delvis ledige","I alt"
2024,202407,62558,"I alt","I alt","Helt ledige","I alt"
2025,202507,64992,"I alt","I alt","Helt ledige","I alt"
2024,202401,62933,"I alt","I alt","Helt ledige","I alt"
2024,202406,23612,"I alt","I alt","Delvis ledige","I alt"
2025,202506,60614,"I alt","I alt","Helt ledige","I alt"
2025,202501,67821,"I alt","I alt","Helt ledige","I alt"
2025,202502,65947,"I alt","I alt","Helt ledige","I alt"
2024,202411,22670,"I alt","I alt","Delvis ledige","I alt"
2025,202503,3057,"I alt","40-44 år","Delvis ledige","I alt"
2024,202410,2922,"I alt","60-64 år","Helt ledige","I alt"
2025,202507,1200,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202502,2222,"I alt","20-24 år","Delvis ledige","I alt"
2025,202507,713,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202409,474,"I alt","65-69 år","Delvis ledige","I alt"
2024,202406,2679,"I alt","25-29 år","Delvis ledige","I alt"
2024,202407,1080,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2025,202503,246,"I alt","19 år og under","Delvis ledige","I alt"
2025,202505,2224,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202508,599,"I alt","55-59 år","Arbeidssøkere på tiltak","I alt"
2025,202501,1776,"I alt","19 år og under","Helt ledige","I alt"
2025,202505,1414,"I alt","65-69 år","Helt ledige","I alt"
2024,202408,1407,"I alt","60-64 år","Delvis ledige","I alt"
2024,202411,387,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202506,325,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202504,2228,"I alt","50-54 år","Delvis ledige","I alt"
2024,202410,2803,"I alt","40-44 år","Delvis ledige","I alt"
2024,202405,527,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202502,2623,"I alt","45-49 år","Delvis ledige","I alt"
2024,202405,2390,"I alt","50-54 år","Delvis ledige","I alt"
2024,202410,444,"I alt","65-69 år","Delvis ledige","I alt"
2024,202401,506,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202412,7865,"I alt","25-29 år","Helt ledige","I alt"
2024,202409,351,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202405,2633,"I alt","25-29 år","Delvis ledige","I alt"
2024,202404,2698,"I alt","25-29 år","Delvis ledige","I alt"
2025,202501,1502,"I alt","65-69 år","Helt ledige","I alt"
2025,202504,1821,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202508,33,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202403,367,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202506,334,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202410,1526,"I alt","60-64 år","Delvis ledige","I alt"
2024,202411,1974,"I alt","20-24 år","Delvis ledige","I alt"
2024,202405,1286,"I alt","65-69 år","Helt ledige","I alt"
2024,202412,5781,"I alt","45-49 år","Helt ledige","I alt"
2025,202502,20,"I alt","70 år og over","Helt ledige","I alt"
2024,202406,2064,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202502,459,"I alt","65-69 år","Delvis ledige","I alt"
2024,202408,1704,"I alt","19 år og under","Helt ledige","I alt"
2024,202412,587,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202506,2277,"I alt","20-24 år","Delvis ledige","I alt"
2025,202506,40,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202402,983,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202501,2462,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202404,2126,"I alt","20-24 år","Delvis ledige","I alt"
2024,202401,1729,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202408,2449,"I alt","40-44 år","Delvis ledige","I alt"
2024,202409,2227,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202402,6912,"I alt","20-24 år","Helt ledige","I alt"
2024,202401,50,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202409,3,"I alt","70 år og over","Delvis ledige","I alt"
2025,202507,10151,"I alt","35-39 år","Helt ledige","I alt"
2025,202507,1417,"I alt","55-59 år","Delvis ledige","I alt"
2025,202502,9857,"I alt","35-39 år","Helt ledige","I alt"
2024,202412,3198,"I alt","60-64 år","Helt ledige","I alt"
2024,202402,1880,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202403,8937,"I alt","35-39 år","Helt ledige","I alt"
2024,202407,5005,"I alt","50-54 år","Helt ledige","I alt"
2025,202504,2229,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202407,7642,"I alt","40-44 år","Helt ledige","I alt"
2024,202407,6276,"I alt","20-24 år","Helt ledige","I alt"
2024,202403,8143,"I alt","25-29 år","Helt ledige","I alt"
2025,202501,6304,"I alt","45-49 år","Helt ledige","I alt"
2024,202411,2871,"I alt","40-44 år","Delvis ledige","I alt"
2024,202408,5735,"I alt","45-49 år","Helt ledige","I alt"
2025,202502,2305,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202501,3538,"I alt","60-64 år","Helt ledige","I alt"
2025,202508,1818,"I alt","20-24 år","Delvis ledige","I alt"
2024,202412,1587,"I alt","60-64 år","Delvis ledige","I alt"
2025,202508,2445,"I alt","25-29 år","Delvis ledige","I alt"
2025,202506,9391,"I alt","35-39 år","Helt ledige","I alt"
2024,202411,7728,"I alt","25-29 år","Helt ledige","I alt"
2024,202406,5384,"I alt","45-49 år","Helt ledige","I alt"
2025,202501,4327,"I alt","55-59 år","Helt ledige","I alt"
2025,202506,4906,"I alt","50-54 år","Helt ledige","I alt"
2025,202507,1372,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202404,2473,"I alt","50-54 år","Delvis ledige","I alt"
2024,202410,2672,"I alt","25-29 år","Delvis ledige","I alt"
2025,202505,2242,"I alt","20-24 år","Delvis ledige","I alt"
2024,202406,9001,"I alt","30-34 år","Helt ledige","I alt"
2024,202411,6038,"I alt","20-24 år","Helt ledige","I alt"
2025,202506,7677,"I alt","40-44 år","Helt ledige","I alt"
2024,202407,1716,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202405,2629,"I alt","45-49 år","Delvis ledige","I alt"
2024,202411,2211,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202406,8687,"I alt","35-39 år","Helt ledige","I alt"
2024,202403,6567,"I alt","20-24 år","Helt ledige","I alt"
2025,202506,1966,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202406,6899,"I alt","40-44 år","Helt ledige","I alt"
2024,202410,7068,"I alt","40-44 år","Helt ledige","I alt"
2025,202501,2488,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202412,1368,"I alt","65-69 år","Helt ledige","I alt"
2024,202407,1453,"I alt","19 år og under","Helt ledige","I alt"
2024,202404,6988,"I alt","40-44 år","Helt ledige","I alt"
2024,202404,367,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202411,5,"I alt","70 år og over","Delvis ledige","I alt"
2024,202409,21,"I alt","70 år og over","Helt ledige","I alt"
2024,202407,258,"I alt","19 år og under","Delvis ledige","I alt"
2025,202505,3197,"I alt","60-64 år","Helt ledige","I alt"
2024,202401,924,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202405,502,"I alt","65-69 år","Delvis ledige","I alt"
2025,202502,1318,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202503,2365,"I alt","50-54 år","Delvis ledige","I alt"
2025,202508,1631,"I alt","19 år og under","Helt ledige","I alt"
2025,202502,1722,"I alt","19 år og under","Helt ledige","I alt"
2024,202404,577,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202406,3540,"I alt","55-59 år","Helt ledige","I alt"
2024,202410,535,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202403,1013,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202502,2073,"I alt","55-59 år","Delvis ledige","I alt"
2024,202401,2564,"I alt","45-49 år","Delvis ledige","I alt"
2024,202401,1252,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202405,3091,"I alt","30-34 år","Delvis ledige","I alt"
2024,202406,948,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202404,498,"I alt","65-69 år","Delvis ledige","I alt"
2025,202505,1378,"I alt","19 år og under","Helt ledige","I alt"
2024,202409,247,"I alt","19 år og under","Delvis ledige","I alt"
2024,202408,382,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202505,246,"I alt","19 år og under","Delvis ledige","I alt"
2025,202502,10032,"I alt","30-34 år","Helt ledige","I alt"
2024,202406,2992,"I alt","40-44 år","Delvis ledige","I alt"
2024,202411,2774,"I alt","25-29 år","Delvis ledige","I alt"
2024,202408,1326,"I alt","65-69 år","Helt ledige","I alt"
2024,202411,460,"I alt","65-69 år","Delvis ledige","I alt"
2025,202508,202,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202501,36,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202412,9256,"I alt","30-34 år","Helt ledige","I alt"
2025,202501,1984,"I alt","20-24 år","Delvis ledige","I alt"
2024,202401,20,"I alt","70 år og over","Helt ledige","I alt"
2024,202411,8890,"I alt","35-39 år","Helt ledige","I alt"
2024,202409,2883,"I alt","60-64 år","Helt ledige","I alt"
2024,202401,2667,"I alt","25-29 år","Delvis ledige","I alt"
2025,202504,6141,"I alt","20-24 år","Helt ledige","I alt"
2025,202503,19,"I alt","70 år og over","Helt ledige","I alt"
2024,202401,7311,"I alt","40-44 år","Helt ledige","I alt"
2025,202503,6659,"I alt","20-24 år","Helt ledige","I alt"
2025,202508,3214,"I alt","60-64 år","Helt ledige","I alt"
2025,202508,5993,"I alt","45-49 år","Helt ledige","I alt"
2025,202503,2895,"I alt","25-29 år","Delvis ledige","I alt"
2024,202401,9799,"I alt","30-34 år","Helt ledige","I alt"
2025,202507,10107,"I alt","30-34 år","Helt ledige","I alt"
2024,202402,2267,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202508,1357,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202503,6093,"I alt","45-49 år","Helt ledige","I alt"
2025,202508,6596,"I alt","20-24 år","Helt ledige","I alt"
2025,202505,2288,"I alt","50-54 år","Delvis ledige","I alt"
2024,202411,3041,"I alt","60-64 år","Helt ledige","I alt"
2025,202503,2267,"I alt","20-24 år","Delvis ledige","I alt"
2024,202403,3103,"I alt","40-44 år","Delvis ledige","I alt"
2024,202409,1098,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202409,9104,"I alt","30-34 år","Helt ledige","I alt"
2025,202503,9796,"I alt","30-34 år","Helt ledige","I alt"
2024,202408,9454,"I alt","30-34 år","Helt ledige","I alt"
2024,202405,2999,"I alt","40-44 år","Delvis ledige","I alt"
2024,202408,1752,"I alt","55-59 år","Delvis ledige","I alt"
2025,202501,2596,"I alt","25-29 år","Delvis ledige","I alt"
2024,202401,2219,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202405,1982,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202505,7406,"I alt","25-29 år","Helt ledige","I alt"
2025,202504,2637,"I alt","25-29 år","Delvis ledige","I alt"
2024,202411,2555,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202404,1337,"I alt","65-69 år","Helt ledige","I alt"
2025,202502,2844,"I alt","25-29 år","Delvis ledige","I alt"
2024,202402,2210,"I alt","55-59 år","Delvis ledige","I alt"
2025,202501,2116,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202508,790,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202501,2183,"I alt","50-54 år","Delvis ledige","I alt"
2024,202401,1703,"I alt","19 år og under","Helt ledige","I alt"
2024,202406,2708,"I alt","45-49 år","Delvis ledige","I alt"
2025,202507,6266,"I alt","20-24 år","Helt ledige","I alt"
2024,202409,3593,"I alt","55-59 år","Helt ledige","I alt"
2024,202407,1984,"I alt","25-29 år","Delvis ledige","I alt"
2025,202504,1609,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202404,2966,"I alt","60-64 år","Helt ledige","I alt"
2025,202506,983,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202504,281,"I alt","19 år og under","Delvis ledige","I alt"
2025,202504,3942,"I alt","55-59 år","Helt ledige","I alt"
2025,202502,4,"I alt","70 år og over","Delvis ledige","I alt"
2024,202409,2027,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202407,2,"I alt","70 år og over","Delvis ledige","I alt"
2025,202506,13,"I alt","70 år og over","Helt ledige","I alt"
2025,202505,2,"I alt","70 år og over","Delvis ledige","I alt"
2024,202408,1958,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202505,1596,"I alt","60-64 år","Delvis ledige","I alt"
2025,202504,3338,"I alt","60-64 år","Helt ledige","I alt"
2025,202506,1481,"I alt","19 år og under","Helt ledige","I alt"
2024,202404,3298,"I alt","35-39 år","Delvis ledige","I alt"
2025,202505,3880,"I alt","55-59 år","Helt ledige","I alt"
2024,202408,2028,"I alt","50-54 år","Delvis ledige","I alt"
2024,202410,1684,"I alt","19 år og under","Helt ledige","I alt"
2024,202412,2061,"I alt","55-59 år","Delvis ledige","I alt"
2024,202409,48,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202403,2304,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202507,1718,"I alt","20-24 år","Delvis ledige","I alt"
2025,202506,3313,"I alt","35-39 år","Delvis ledige","I alt"
2025,202504,9154,"I alt","35-39 år","Helt ledige","I alt"
2025,202501,5469,"I alt","50-54 år","Helt ledige","I alt"
2024,202403,3137,"I alt","60-64 år","Helt ledige","I alt"
2025,202508,275,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202407,1545,"I alt","20-24 år","Delvis ledige","I alt"
2024,202410,54,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202507,1372,"I alt","19 år og under","Helt ledige","I alt"
2024,202402,248,"I alt","19 år og under","Delvis ledige","I alt"
2024,202412,2621,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202402,5960,"I alt","45-49 år","Helt ledige","I alt"
2024,202410,26,"I alt","70 år og over","Helt ledige","I alt"
2024,202404,21,"I alt","70 år og over","Helt ledige","I alt"
2024,202409,1515,"I alt","60-64 år","Delvis ledige","I alt"
2024,202408,2998,"I alt","60-64 år","Helt ledige","I alt"
2024,202411,5540,"I alt","45-49 år","Helt ledige","I alt"
2025,202504,5761,"I alt","45-49 år","Helt ledige","I alt"
2024,202406,25,"I alt","70 år og over","Helt ledige","I alt"
2024,202411,2155,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202412,46,"I alt","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202502,446,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202403,7223,"I alt","40-44 år","Helt ledige","I alt"
2024,202405,7300,"I alt","25-29 år","Helt ledige","I alt"
2025,202505,6023,"I alt","20-24 år","Helt ledige","I alt"
2025,202502,5303,"I alt","50-54 år","Helt ledige","I alt"
2024,202401,8443,"I alt","25-29 år","Helt ledige","I alt"
2024,202408,7267,"I alt","40-44 år","Helt ledige","I alt"
2024,202409,1489,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2025,202506,2769,"I alt","25-29 år","Delvis ledige","I alt"
2024,202412,2584,"I alt","45-49 år","Delvis ledige","I alt"
2025,202506,7627,"I alt","25-29 år","Helt ledige","I alt"
2024,202402,5041,"I alt","50-54 år","Helt ledige","I alt"
2025,202507,8321,"I alt","40-44 år","Helt ledige","I alt"
2025,202502,1470,"I alt","65-69 år","Helt ledige","I alt"
2024,202410,3082,"I alt","35-39 år","Delvis ledige","I alt"
2024,202409,2578,"I alt","25-29 år","Delvis ledige","I alt"
2024,202409,2367,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202508,2004,"I alt","50-54 år","Delvis ledige","I alt"
2025,202501,2946,"I alt","35-39 år","Delvis ledige","I alt"
2024,202411,1308,"I alt","65-69 år","Helt ledige","I alt"
2024,202403,2780,"I alt","45-49 år","Delvis ledige","I alt"
2024,202409,7038,"I alt","40-44 år","Helt ledige","I alt"
2024,202403,4931,"I alt","50-54 år","Helt ledige","I alt"
2025,202502,8036,"I alt","40-44 år","Helt ledige","I alt"
2024,202408,2105,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202504,2880,"I alt","40-44 år","Delvis ledige","I alt"
2025,202502,3148,"I alt","35-39 år","Delvis ledige","I alt"
2025,202504,2427,"I alt","45-49 år","Delvis ledige","I alt"
2025,202506,3276,"I alt","30-34 år","Delvis ledige","I alt"
2024,202407,835,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202408,1649,"I alt","20-24 år","Delvis ledige","I alt"
2024,202405,2078,"I alt","55-59 år","Delvis ledige","I alt"
2025,202505,2074,"I alt","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202405,1998,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202404,3735,"I alt","55-59 år","Helt ledige","I alt"
2024,202402,3923,"I alt","55-59 år","Helt ledige","I alt"
2025,202505,2352,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202406,2102,"I alt","55-59 år","Delvis ledige","I alt"
2024,202411,4703,"I alt","50-54 år","Helt ledige","I alt"
2025,202501,1673,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202411,3015,"I alt","30-34 år","Delvis ledige","I alt"
2025,202506,5659,"I alt","45-49 år","Helt ledige","I alt"
2024,202405,1065,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202404,3173,"I alt","30-34 år","Delvis ledige","I alt"
2025,202504,2167,"I alt","20-24 år","Delvis ledige","I alt"
2025,202501,2848,"I alt","30-34 år","Delvis ledige","I alt"
2024,202404,5577,"I alt","45-49 år","Helt ledige","I alt"
2024,202407,3221,"I alt","60-64 år","Helt ledige","I alt"
2025,202507,1768,"I alt","50-54 år","Delvis ledige","I alt"
2025,202504,1441,"I alt","65-69 år","Helt ledige","I alt"
2025,202505,1727,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202505,1592,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202403,700,"I alt","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202405,23,"I alt","70 år og over","Helt ledige","I alt"
2024,202403,2042,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202410,5,"I alt","70 år og over","Delvis ledige","I alt"
2025,202503,2048,"I alt","55-59 år","Delvis ledige","I alt"
2024,202411,1655,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202406,1774,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202501,428,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202402,2729,"I alt","45-49 år","Delvis ledige","I alt"
2025,202502,624,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202505,1202,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202406,300,"I alt","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202508,1521,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202508,1390,"I alt","60-64 år","Delvis ledige","I alt"
2024,202408,944,"I alt","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202405,1714,"I alt","60-64 år","Delvis ledige","I alt"
2024,202408,1931,"I alt","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202506,1841,"I alt","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202407,549,"I alt","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202412,802,"I alt","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202408,1568,"I alt","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202506,1912,"I alt","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202407,1718,"I alt","50-54 år","Delvis ledige","I alt"
2025,202501,595,"I alt","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202504,1298,"I alt","19 år og under","Helt ledige","I alt"
2024,202410,248,"I alt","19 år og under","Delvis ledige","I alt"
2024,202401,203,"I alt","19 år og under","Delvis ledige","I alt"
2025,202508,1066,"I alt","45-49 år","Arbeidssøkere på tiltak","I alt"
